countryIsoCode,country,indexCode,index,dimension,indicatorCode,indicator,year,value
MOZ,Mozambique,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,10.193
MOZ,Mozambique,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,9.458
MOZ,Mozambique,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,10.935
MOZ,Mozambique,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.899
MOZ,Mozambique,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.542
MOZ,Mozambique,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,962.434
MOZ,Mozambique,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,1070.284
MOZ,Mozambique,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,1014.954
MOZ,Mozambique,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.407
MOZ,Mozambique,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.385
MOZ,Mozambique,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.428
MOZ,Mozambique,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,51.694
MOZ,Mozambique,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,36.766
MOZ,Mozambique,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,54.198
MOZ,Mozambique,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,55.837
MOZ,Mozambique,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,52.441
MOZ,Mozambique,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,86.43
MOZ,Mozambique,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,80.32
MOZ,Mozambique,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,1.547
MOZ,Mozambique,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,321.541
MOZ,Mozambique,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,2.479
MOZ,Mozambique,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,1.855
MOZ,Mozambique,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,3.105
MOZ,Mozambique,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.404
MOZ,Mozambique,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,39.2
MOZ,Mozambique,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,60.8
MOZ,Mozambique,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,10.516
MOZ,Mozambique,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,19.027
MRT,Mauritania,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,91.664
MRT,Mauritania,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,0.612
MRT,Mauritania,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2010,37.433
MRT,Mauritania,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,2.559
MRT,Mauritania,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,7.665
MRT,Mauritania,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,7.448
MRT,Mauritania,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,7.89
MRT,Mauritania,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.855
MRT,Mauritania,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.638
MRT,Mauritania,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,2565.601
MRT,Mauritania,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,6938.4
MRT,Mauritania,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,4711.317
MRT,Mauritania,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.508
MRT,Mauritania,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.464
MRT,Mauritania,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.543
MRT,Mauritania,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2010,0.317
MRT,Mauritania,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,42.06
MRT,Mauritania,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,38.454
MRT,Mauritania,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,31.784
MRT,Mauritania,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,63.105
MRT,Mauritania,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,64.748
MRT,Mauritania,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,61.468
MRT,Mauritania,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,27.97
MRT,Mauritania,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,62.41
MRT,Mauritania,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2010,37.598
MRT,Mauritania,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,6.354
MRT,Mauritania,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,586.072
MRT,Mauritania,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,3.833
MRT,Mauritania,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,3.198
MRT,Mauritania,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,4.489
MRT,Mauritania,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.495
MRT,Mauritania,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,19.205
MRT,Mauritania,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,80.795
MRT,Mauritania,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,8.823
MRT,Mauritania,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,17.806
MUS,Mauritius,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,32.053
MUS,Mauritius,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,3.049
MUS,Mauritius,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,13.878
MUS,Mauritius,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,14.173
MUS,Mauritius,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,13.59
MUS,Mauritius,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.943
MUS,Mauritius,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.373
MUS,Mauritius,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,10154.514
MUS,Mauritius,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,24993.747
MUS,Mauritius,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,17522.675
MUS,Mauritius,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.755
MUS,Mauritius,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.728
MUS,Mauritius,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.772
MUS,Mauritius,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,30.423
MUS,Mauritius,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,9.171
MUS,Mauritius,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,73.999
MUS,Mauritius,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,77.579
MUS,Mauritius,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,70.581
MUS,Mauritius,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,43.62
MUS,Mauritius,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,75.56
MUS,Mauritius,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,55.06
MUS,Mauritius,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,8.318
MUS,Mauritius,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,7.753
MUS,Mauritius,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,8.914
MUS,Mauritius,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,18.841
MUS,Mauritius,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,81.159
MUS,Mauritius,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,48.317
MUS,Mauritius,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,57.675
MWI,Malawi,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,142.439
MWI,Malawi,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,0.066
MWI,Malawi,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2010,34.244
MWI,Malawi,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,1.085
MWI,Malawi,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,10.733
MWI,Malawi,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,10.418
MWI,Malawi,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,11.077
MWI,Malawi,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.894
MWI,Malawi,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.612
MWI,Malawi,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,1126.999
MWI,Malawi,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,1531.879
MWI,Malawi,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,1322.93
MWI,Malawi,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.461
MWI,Malawi,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.436
MWI,Malawi,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.487
MWI,Malawi,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2010,0.303
MWI,Malawi,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,30.201
MWI,Malawi,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,40.047
MWI,Malawi,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,32.485
MWI,Malawi,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,56.381
MWI,Malawi,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,58.41
MWI,Malawi,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,54.331
MWI,Malawi,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,70.29
MWI,Malawi,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,79.27
MWI,Malawi,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2010,34.273
MWI,Malawi,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,3.112
MWI,Malawi,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,512.931
MWI,Malawi,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,4.533
MWI,Malawi,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,3.587
MWI,Malawi,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,5.64
MWI,Malawi,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.456
MWI,Malawi,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,20.833
MWI,Malawi,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,79.167
MWI,Malawi,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,10.577
MWI,Malawi,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,23.263
MYS,Malaysia,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,13.932
MYS,Malaysia,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,6.942
MYS,Malaysia,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2010,16.924
MYS,Malaysia,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,10.156
MYS,Malaysia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,12.785
MYS,Malaysia,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,13.196
MYS,Malaysia,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,12.396
MYS,Malaysia,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.956
MYS,Malaysia,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.264
MYS,Malaysia,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,12482.539
MYS,Malaysia,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,26109.047
MYS,Malaysia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,19501.462
MYS,Malaysia,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.768
MYS,Malaysia,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.747
MYS,Malaysia,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.782
MYS,Malaysia,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2010,0.633
MYS,Malaysia,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,14.731
MYS,Malaysia,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,29.883
MYS,Malaysia,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,6.159
MYS,Malaysia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,74.442
MYS,Malaysia,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,77.124
MYS,Malaysia,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,72.091
MYS,Malaysia,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,47.68
MYS,Malaysia,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,79.76
MYS,Malaysia,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2010,17.578
MYS,Malaysia,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,15.88
MYS,Malaysia,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,25.476
MYS,Malaysia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,9.698
MYS,Malaysia,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,9.415
MYS,Malaysia,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,9.975
MYS,Malaysia,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.69
MYS,Malaysia,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,13.986
MYS,Malaysia,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,86.014
MYS,Malaysia,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,65.076
MYS,Malaysia,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,71.311
NAM,Namibia,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,76.979
NAM,Namibia,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,1.353
NAM,Namibia,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2010,34.746
NAM,Namibia,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,4.452
NAM,Namibia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,11.512
NAM,Namibia,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,11.52
NAM,Namibia,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,11.502
NAM,Namibia,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.983
NAM,Namibia,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.538
NAM,Namibia,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,7330.724
NAM,Namibia,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,10096.505
NAM,Namibia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,8669.278
NAM,Namibia,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.584
NAM,Namibia,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.578
NAM,Namibia,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.588
NAM,Namibia,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2010,0.373
NAM,Namibia,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,27.765
NAM,Namibia,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,52.731
NAM,Namibia,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,23.744
NAM,Namibia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,56.015
NAM,Namibia,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,58.731
NAM,Namibia,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,53.275
NAM,Namibia,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,55.1
NAM,Namibia,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,66.01
NAM,Namibia,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2010,36.13
NAM,Namibia,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,10.16
NAM,Namibia,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,481.631
NAM,Namibia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,6.4
NAM,Namibia,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,6.427
NAM,Namibia,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,6.327
NAM,Namibia,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.558
NAM,Namibia,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,25
NAM,Namibia,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,75
NAM,Namibia,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,33.177
NAM,Namibia,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,34.897
NER,Niger,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,189.555
NER,Niger,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,0.07
NER,Niger,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,0.893
NER,Niger,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,4.61
NER,Niger,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,4.016
NER,Niger,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,5.182
NER,Niger,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.783
NER,Niger,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.692
NER,Niger,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,781.387
NER,Niger,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,1373.745
NER,Niger,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,1081.262
NER,Niger,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.336
NER,Niger,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.294
NER,Niger,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.376
NER,Niger,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,37.448
NER,Niger,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,38.796
NER,Niger,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,58.367
NER,Niger,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,59.041
NER,Niger,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,57.654
NER,Niger,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,64.16
NER,Niger,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,90.9
NER,Niger,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,2.412
NER,Niger,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,593.864
NER,Niger,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,1.53
NER,Niger,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,1.017
NER,Niger,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,2.184
NER,Niger,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.333
NER,Niger,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,9.735
NER,Niger,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,90.265
NER,Niger,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,4.125
NER,Niger,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,12.177
NGA,Nigeria,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,123.402
NGA,Nigeria,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,0.692
NGA,Nigeria,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,1.844
NGA,Nigeria,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,8.182
NGA,Nigeria,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,7.717
NGA,Nigeria,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,8.634
NGA,Nigeria,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.857
NGA,Nigeria,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.67
NGA,Nigeria,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,3762.088
NGA,Nigeria,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,5356.237
NGA,Nigeria,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,4565.006
NGA,Nigeria,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.488
NGA,Nigeria,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.449
NGA,Nigeria,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.524
NGA,Nigeria,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,45.243
NGA,Nigeria,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,44.023
NGA,Nigeria,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,50.945
NGA,Nigeria,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,51.404
NGA,Nigeria,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,50.483
NGA,Nigeria,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,55.69
NGA,Nigeria,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,64.12
NGA,Nigeria,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,3.933
NGA,Nigeria,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,1122.671
NGA,Nigeria,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,5.84
NGA,Nigeria,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,4.727
NGA,Nigeria,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,6.982
NGA,Nigeria,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.479
NGA,Nigeria,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,7.281
NGA,Nigeria,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,92.719
NGA,Nigeria,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,40.145
NGA,Nigeria,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,55.65
NIC,Nicaragua,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,97.947
